"Location"	"Date"	"VW_90cm"
"CAF079"	"06/15/2014"	"M"
"CAF079"	"06/16/2014"	"M"
"CAF079"	"06/17/2014"	"M"
"CAF079"	"06/18/2014"	"M"
"CAF079"	"06/19/2014"	"M"
"CAF079"	"06/20/2014"	"M"
"CAF079"	"06/21/2014"	"M"
"CAF079"	"06/22/2014"	"M"
"CAF079"	"06/23/2014"	"M"
"CAF079"	"06/24/2014"	"M"
"CAF079"	"06/25/2014"	"M"
"CAF079"	"06/26/2014"	"M"
"CAF079"	"06/27/2014"	"M"
"CAF079"	"06/28/2014"	"M"
"CAF079"	"06/29/2014"	"M"
"CAF079"	"06/30/2014"	"M"
"CAF079"	"07/01/2014"	"M"
"CAF079"	"07/02/2014"	"M"
"CAF079"	"07/03/2014"	"M"
"CAF079"	"07/04/2014"	"M"
"CAF079"	"07/05/2014"	"M"
"CAF079"	"07/06/2014"	"M"
"CAF079"	"07/07/2014"	"M"
"CAF079"	"07/08/2014"	"M"
"CAF079"	"07/09/2014"	"M"
"CAF079"	"07/10/2014"	"M"
"CAF079"	"07/11/2014"	"M"
"CAF079"	"07/12/2014"	"M"
"CAF079"	"07/13/2014"	"M"
"CAF079"	"07/14/2014"	"M"
"CAF079"	"07/15/2014"	"M"
"CAF079"	"07/16/2014"	"M"
"CAF079"	"07/17/2014"	"M"
"CAF079"	"07/18/2014"	"M"
"CAF079"	"07/19/2014"	"M"
"CAF079"	"07/20/2014"	"M"
"CAF079"	"07/21/2014"	"M"
"CAF079"	"07/22/2014"	"M"
"CAF079"	"07/23/2014"	"M"
"CAF079"	"07/24/2014"	"M"
"CAF079"	"07/25/2014"	"M"
"CAF079"	"07/26/2014"	"M"
"CAF079"	"07/27/2014"	"M"
"CAF079"	"07/28/2014"	"M"
"CAF079"	"07/29/2014"	"M"
"CAF079"	"07/30/2014"	"M"
"CAF079"	"07/31/2014"	"M"
"CAF079"	"08/01/2014"	"M"
"CAF079"	"08/02/2014"	"M"
"CAF079"	"08/03/2014"	"M"
"CAF079"	"08/04/2014"	"M"
"CAF079"	"08/05/2014"	"M"
"CAF079"	"08/06/2014"	"M"
"CAF079"	"08/07/2014"	"M"
"CAF079"	"08/08/2014"	"M"
"CAF079"	"08/09/2014"	"M"
"CAF079"	"08/10/2014"	"M"
"CAF079"	"08/11/2014"	"M"
"CAF079"	"08/12/2014"	"M"
"CAF079"	"08/13/2014"	"M"
"CAF079"	"08/14/2014"	"M"
"CAF079"	"08/15/2014"	"M"
"CAF079"	"08/16/2014"	"M"
"CAF079"	"08/17/2014"	"M"
"CAF079"	"08/18/2014"	"M"
"CAF079"	"08/19/2014"	"M"
"CAF079"	"08/20/2014"	"M"
"CAF079"	"08/21/2014"	"M"
"CAF079"	"08/22/2014"	"M"
"CAF079"	"08/23/2014"	"M"
"CAF079"	"08/24/2014"	"M"
"CAF079"	"08/25/2014"	"M"
"CAF079"	"08/26/2014"	"M"
"CAF079"	"08/27/2014"	"M"
"CAF079"	"08/28/2014"	"M"
"CAF079"	"08/29/2014"	"M"
"CAF079"	"08/30/2014"	"M"
"CAF079"	"08/31/2014"	"M"
"CAF079"	"09/01/2014"	"M"
"CAF079"	"09/02/2014"	"M"
"CAF079"	"09/03/2014"	"M"
"CAF079"	"09/04/2014"	"M"
"CAF079"	"09/05/2014"	"M"
"CAF079"	"09/06/2014"	"M"
"CAF079"	"09/07/2014"	"M"
"CAF079"	"09/08/2014"	"M"
"CAF079"	"09/09/2014"	"M"
"CAF079"	"09/10/2014"	"M"
"CAF079"	"09/11/2014"	"M"
"CAF079"	"09/12/2014"	"M"
"CAF079"	"09/13/2014"	"M"
"CAF079"	"09/14/2014"	"M"
"CAF079"	"09/15/2014"	"M"
"CAF079"	"09/16/2014"	"M"
"CAF079"	"09/17/2014"	"M"
"CAF079"	"09/18/2014"	"M"
"CAF079"	"10/07/2014"	"M"
"CAF079"	"10/08/2014"	"M"
"CAF079"	"10/09/2014"	"M"
"CAF079"	"10/10/2014"	"M"
"CAF079"	"10/11/2014"	"M"
"CAF079"	"10/12/2014"	"M"
"CAF079"	"10/13/2014"	"M"
"CAF079"	"10/14/2014"	"M"
"CAF079"	"10/15/2014"	"M"
"CAF079"	"10/16/2014"	"M"
"CAF079"	"10/17/2014"	"M"
"CAF079"	"10/18/2014"	"M"
"CAF079"	"10/19/2014"	"M"
"CAF079"	"10/20/2014"	"M"
"CAF079"	"10/21/2014"	"M"
"CAF079"	"10/22/2014"	"M"
"CAF079"	"10/23/2014"	"M"
"CAF079"	"10/24/2014"	"M"
"CAF079"	"10/25/2014"	"M"
"CAF079"	"10/26/2014"	"M"
"CAF079"	"10/27/2014"	"M"
"CAF079"	"10/28/2014"	"M"
"CAF079"	"10/29/2014"	"M"
"CAF079"	"10/30/2014"	"M"
"CAF079"	"10/31/2014"	"M"
"CAF079"	"11/01/2014"	"M"
"CAF079"	"11/02/2014"	"M"
"CAF079"	"11/03/2014"	"M"
"CAF079"	"11/04/2014"	"M"
"CAF079"	"11/05/2014"	"M"
"CAF079"	"11/06/2014"	"M"
"CAF079"	"11/07/2014"	"M"
"CAF079"	"11/08/2014"	"M"
"CAF079"	"11/09/2014"	"M"
"CAF079"	"11/10/2014"	"M"
"CAF079"	"11/11/2014"	"M"
"CAF079"	"11/12/2014"	"M"
"CAF079"	"11/13/2014"	"M"
"CAF079"	"11/14/2014"	"M"
"CAF079"	"11/15/2014"	"M"
"CAF079"	"11/16/2014"	"M"
"CAF079"	"11/17/2014"	"M"
"CAF079"	"11/18/2014"	"M"
"CAF079"	"11/19/2014"	"M"
"CAF079"	"11/20/2014"	"M"
"CAF079"	"11/21/2014"	"M"
"CAF079"	"11/22/2014"	"M"
"CAF079"	"11/23/2014"	"M"
"CAF079"	"11/24/2014"	"M"
"CAF079"	"11/25/2014"	"M"
"CAF079"	"11/26/2014"	"M"
"CAF079"	"11/27/2014"	"M"
"CAF079"	"11/28/2014"	"M"
"CAF079"	"11/29/2014"	"M"
"CAF079"	"11/30/2014"	"M"
"CAF079"	"12/01/2014"	"M"
"CAF079"	"12/02/2014"	"M"
"CAF079"	"12/03/2014"	"M"
"CAF079"	"12/04/2014"	"M"
"CAF079"	"12/05/2014"	"M"
"CAF079"	"12/06/2014"	"M"
"CAF079"	"12/07/2014"	"M"
"CAF079"	"12/08/2014"	"M"
"CAF079"	"12/09/2014"	"M"
"CAF079"	"12/10/2014"	"M"
"CAF079"	"12/11/2014"	"M"
"CAF079"	"12/12/2014"	"M"
"CAF079"	"12/13/2014"	"M"
"CAF079"	"12/14/2014"	"M"
"CAF079"	"12/15/2014"	"M"
"CAF079"	"12/16/2014"	"M"
"CAF079"	"12/17/2014"	"M"
"CAF079"	"12/18/2014"	"M"
"CAF079"	"12/19/2014"	"M"
"CAF079"	"12/20/2014"	"M"
"CAF079"	"12/21/2014"	"M"
"CAF079"	"12/22/2014"	"M"
"CAF079"	"12/23/2014"	"M"
"CAF079"	"12/24/2014"	"M"
"CAF079"	"12/25/2014"	"M"
"CAF079"	"12/26/2014"	"M"
"CAF079"	"12/27/2014"	"M"
"CAF079"	"12/28/2014"	"M"
"CAF079"	"12/29/2014"	"M"
"CAF079"	"12/30/2014"	"M"
"CAF079"	"12/31/2014"	"M"
"CAF079"	"01/01/2015"	"M"
"CAF079"	"01/02/2015"	"M"
"CAF079"	"01/03/2015"	"M"
"CAF079"	"01/04/2015"	"M"
"CAF079"	"01/05/2015"	"M"
"CAF079"	"01/06/2015"	"M"
"CAF079"	"01/07/2015"	"M"
"CAF079"	"01/08/2015"	"M"
"CAF079"	"01/09/2015"	"M"
"CAF079"	"01/10/2015"	"M"
"CAF079"	"01/11/2015"	"M"
"CAF079"	"01/12/2015"	"M"
"CAF079"	"01/13/2015"	"M"
"CAF079"	"01/14/2015"	"M"
"CAF079"	"01/15/2015"	"M"
"CAF079"	"01/16/2015"	"M"
"CAF079"	"01/17/2015"	"M"
"CAF079"	"01/18/2015"	"M"
"CAF079"	"01/19/2015"	"M"
"CAF079"	"01/20/2015"	"M"
"CAF079"	"01/21/2015"	"M"
"CAF079"	"01/22/2015"	"M"
"CAF079"	"01/23/2015"	"M"
"CAF079"	"01/24/2015"	"M"
"CAF079"	"01/25/2015"	"M"
"CAF079"	"01/26/2015"	"M"
"CAF079"	"01/27/2015"	"M"
"CAF079"	"01/28/2015"	"M"
"CAF079"	"01/29/2015"	"M"
"CAF079"	"01/30/2015"	"M"
"CAF079"	"01/31/2015"	"M"
"CAF079"	"02/01/2015"	"M"
"CAF079"	"02/02/2015"	"M"
"CAF079"	"02/03/2015"	"M"
"CAF079"	"02/04/2015"	"M"
"CAF079"	"02/05/2015"	"M"
"CAF079"	"02/06/2015"	"M"
"CAF079"	"02/07/2015"	"M"
"CAF079"	"02/08/2015"	"M"
"CAF079"	"02/09/2015"	"M"
"CAF079"	"02/10/2015"	"M"
"CAF079"	"02/11/2015"	"M"
"CAF079"	"02/12/2015"	"M"
"CAF079"	"02/13/2015"	"M"
"CAF079"	"02/14/2015"	"M"
"CAF079"	"02/15/2015"	"M"
"CAF079"	"02/16/2015"	"M"
"CAF079"	"02/17/2015"	"M"
"CAF079"	"02/18/2015"	"M"
"CAF079"	"02/19/2015"	"M"
"CAF079"	"02/20/2015"	"M"
"CAF079"	"02/21/2015"	"M"
"CAF079"	"02/22/2015"	"M"
"CAF079"	"02/23/2015"	"M"
"CAF079"	"02/24/2015"	"M"
"CAF079"	"02/25/2015"	"M"
"CAF079"	"02/26/2015"	"M"
"CAF079"	"02/27/2015"	"M"
"CAF079"	"02/28/2015"	"M"
"CAF079"	"03/01/2015"	"M"
"CAF079"	"03/02/2015"	"M"
"CAF079"	"03/03/2015"	"M"
"CAF079"	"03/04/2015"	"M"
"CAF079"	"03/05/2015"	"M"
"CAF079"	"03/06/2015"	"M"
"CAF079"	"03/07/2015"	"M"
"CAF079"	"03/08/2015"	"M"
"CAF079"	"03/09/2015"	"M"
"CAF079"	"03/10/2015"	"M"
"CAF079"	"03/11/2015"	"M"
"CAF079"	"03/12/2015"	"M"
"CAF079"	"03/13/2015"	"M"
"CAF079"	"03/14/2015"	"M"
"CAF079"	"03/15/2015"	"M"
"CAF079"	"03/16/2015"	"M"
"CAF079"	"03/17/2015"	"M"
"CAF079"	"03/18/2015"	"M"
"CAF079"	"03/19/2015"	"M"
"CAF079"	"03/20/2015"	"M"
"CAF079"	"03/21/2015"	"M"
"CAF079"	"03/22/2015"	"M"
"CAF079"	"03/23/2015"	"M"
"CAF079"	"03/24/2015"	"M"
"CAF079"	"03/25/2015"	"M"
"CAF079"	"03/26/2015"	"M"
"CAF079"	"03/27/2015"	"M"
"CAF079"	"03/28/2015"	"M"
"CAF079"	"03/29/2015"	"M"
"CAF079"	"03/30/2015"	"M"
"CAF079"	"03/31/2015"	"M"
"CAF079"	"04/01/2015"	"M"
"CAF079"	"04/02/2015"	"M"
"CAF079"	"04/03/2015"	"M"
"CAF079"	"04/04/2015"	"M"
"CAF079"	"04/05/2015"	"M"
"CAF079"	"04/06/2015"	"M"
"CAF079"	"04/07/2015"	"M"
"CAF079"	"04/08/2015"	"M"
"CAF079"	"04/09/2015"	"M"
"CAF079"	"04/10/2015"	"M"
"CAF079"	"04/11/2015"	"M"
"CAF079"	"04/12/2015"	"M"
"CAF079"	"04/13/2015"	"M"
"CAF079"	"04/14/2015"	"M"
"CAF079"	"04/15/2015"	"M"
"CAF079"	"04/16/2015"	"M"
"CAF079"	"04/17/2015"	"M"
"CAF079"	"04/18/2015"	"M"
"CAF079"	"04/19/2015"	"M"
"CAF079"	"04/20/2015"	"M"
"CAF079"	"04/21/2015"	"M"
"CAF079"	"04/22/2015"	"M"
"CAF079"	"04/23/2015"	"M"
"CAF079"	"04/24/2015"	"M"
"CAF079"	"04/25/2015"	"M"
"CAF079"	"04/26/2015"	"M"
"CAF079"	"04/27/2015"	"M"
"CAF079"	"04/28/2015"	"M"
"CAF079"	"04/29/2015"	"M"
"CAF079"	"04/30/2015"	"M"
"CAF079"	"05/01/2015"	"M"
"CAF079"	"05/02/2015"	"M"
"CAF079"	"05/03/2015"	"M"
"CAF079"	"05/04/2015"	"M"
"CAF079"	"05/05/2015"	"M"
"CAF079"	"05/06/2015"	"M"
"CAF079"	"05/07/2015"	"M"
"CAF079"	"05/08/2015"	"M"
"CAF079"	"05/09/2015"	"M"
"CAF079"	"05/10/2015"	"M"
"CAF079"	"05/11/2015"	"M"
"CAF079"	"05/12/2015"	"M"
"CAF079"	"05/13/2015"	"M"
"CAF079"	"05/14/2015"	"M"
"CAF079"	"05/15/2015"	"M"
"CAF079"	"05/16/2015"	"M"
"CAF079"	"05/17/2015"	"M"
"CAF079"	"05/18/2015"	"M"
"CAF079"	"05/19/2015"	"M"
"CAF079"	"05/20/2015"	"M"
"CAF079"	"05/21/2015"	"M"
"CAF079"	"05/22/2015"	"M"
"CAF079"	"05/23/2015"	"M"
"CAF079"	"05/24/2015"	"M"
"CAF079"	"05/25/2015"	"M"
"CAF079"	"05/26/2015"	"M"
"CAF079"	"05/27/2015"	"M"
"CAF079"	"05/28/2015"	"M"
"CAF079"	"05/29/2015"	"M"
"CAF079"	"05/30/2015"	"M"
"CAF079"	"05/31/2015"	"M"
"CAF079"	"06/01/2015"	"M"
"CAF079"	"06/02/2015"	"M"
"CAF079"	"06/03/2015"	"M"
"CAF079"	"06/04/2015"	"M"
"CAF079"	"06/05/2015"	"M"
"CAF079"	"06/06/2015"	"M"
"CAF079"	"06/07/2015"	"M"
"CAF079"	"06/08/2015"	"M"
"CAF079"	"06/09/2015"	"M"
"CAF079"	"06/10/2015"	"M"
"CAF079"	"06/11/2015"	"M"
"CAF079"	"06/12/2015"	"M"
"CAF079"	"06/13/2015"	"M"
"CAF079"	"06/14/2015"	"M"
"CAF079"	"06/15/2015"	"M"
"CAF079"	"06/16/2015"	"M"
"CAF079"	"06/17/2015"	"M"
"CAF079"	"06/18/2015"	"M"
"CAF079"	"06/19/2015"	"M"
"CAF079"	"06/20/2015"	"M"
"CAF079"	"06/21/2015"	"M"
"CAF079"	"06/22/2015"	"M"
"CAF079"	"06/23/2015"	"M"
"CAF079"	"06/24/2015"	"M"
"CAF079"	"06/25/2015"	"M"
"CAF079"	"06/26/2015"	"M"
"CAF079"	"06/27/2015"	"M"
"CAF079"	"06/28/2015"	"M"
"CAF079"	"06/29/2015"	"M"
"CAF079"	"06/30/2015"	"M"
"CAF079"	"07/01/2015"	"M"
"CAF079"	"07/02/2015"	"M"
"CAF079"	"07/03/2015"	"M"
"CAF079"	"07/04/2015"	"M"
"CAF079"	"07/05/2015"	"M"
"CAF079"	"07/06/2015"	"M"
"CAF079"	"07/07/2015"	"M"
"CAF079"	"07/08/2015"	"M"
"CAF079"	"07/09/2015"	"M"
"CAF079"	"07/10/2015"	"M"
"CAF079"	"07/11/2015"	"M"
"CAF079"	"07/12/2015"	"M"
"CAF079"	"07/13/2015"	"M"
"CAF079"	"07/14/2015"	"M"
"CAF079"	"07/15/2015"	"M"
"CAF079"	"07/16/2015"	"M"
"CAF079"	"07/17/2015"	"M"
"CAF079"	"07/18/2015"	"M"
"CAF079"	"07/19/2015"	"M"
"CAF079"	"07/20/2015"	"M"
"CAF079"	"07/21/2015"	"M"
"CAF079"	"07/22/2015"	"M"
"CAF079"	"07/23/2015"	"M"
"CAF079"	"07/24/2015"	"M"
"CAF079"	"07/25/2015"	"M"
"CAF079"	"07/26/2015"	"M"
"CAF079"	"07/27/2015"	"M"
"CAF079"	"07/28/2015"	"M"
"CAF079"	"07/29/2015"	"M"
"CAF079"	"07/30/2015"	"M"
"CAF079"	"07/31/2015"	"M"
"CAF079"	"08/01/2015"	"M"
"CAF079"	"08/02/2015"	"M"
"CAF079"	"08/03/2015"	"M"
"CAF079"	"08/04/2015"	"M"
"CAF079"	"08/05/2015"	"M"
"CAF079"	"08/06/2015"	"M"
"CAF079"	"08/07/2015"	"M"
"CAF079"	"08/08/2015"	"M"
"CAF079"	"08/09/2015"	"M"
"CAF079"	"08/10/2015"	"M"
"CAF079"	"08/11/2015"	"M"
"CAF079"	"08/12/2015"	"M"
"CAF079"	"08/13/2015"	"M"
"CAF079"	"08/14/2015"	"M"
"CAF079"	"08/15/2015"	"M"
"CAF079"	"08/16/2015"	"M"
"CAF079"	"08/17/2015"	"M"
"CAF079"	"08/18/2015"	"M"
"CAF079"	"08/19/2015"	"M"
"CAF079"	"08/20/2015"	"M"
"CAF079"	"08/21/2015"	"M"
"CAF079"	"08/22/2015"	"M"
"CAF079"	"08/23/2015"	"M"
"CAF079"	"08/24/2015"	"M"
"CAF079"	"08/25/2015"	"M"
"CAF079"	"08/26/2015"	"M"
"CAF079"	"08/27/2015"	"M"
"CAF079"	"08/28/2015"	"M"
"CAF079"	"08/29/2015"	"M"
"CAF079"	"08/30/2015"	"M"
"CAF079"	"08/31/2015"	"M"
"CAF079"	"09/01/2015"	"M"
"CAF079"	"09/02/2015"	"M"
"CAF079"	"09/03/2015"	"M"
"CAF079"	"09/04/2015"	"M"
"CAF079"	"09/05/2015"	"M"
"CAF079"	"09/06/2015"	"M"
"CAF079"	"09/07/2015"	"M"
"CAF079"	"09/08/2015"	"M"
"CAF079"	"09/09/2015"	"M"
"CAF079"	"09/10/2015"	"M"
"CAF079"	"09/11/2015"	"M"
"CAF079"	"09/12/2015"	"M"
"CAF079"	"09/13/2015"	"M"
"CAF079"	"09/14/2015"	"M"
"CAF079"	"09/15/2015"	"M"
"CAF079"	"09/16/2015"	"M"
"CAF079"	"09/17/2015"	"M"
"CAF079"	"09/18/2015"	"M"
"CAF079"	"09/19/2015"	"M"
"CAF079"	"09/20/2015"	"M"
"CAF079"	"09/21/2015"	"M"
"CAF079"	"09/22/2015"	"M"
"CAF079"	"09/23/2015"	"M"
"CAF079"	"09/24/2015"	"M"
"CAF079"	"09/25/2015"	"M"
"CAF079"	"09/26/2015"	"M"
"CAF079"	"09/27/2015"	"M"
"CAF079"	"09/28/2015"	"M"
"CAF079"	"09/29/2015"	"M"
"CAF079"	"09/30/2015"	"M"
"CAF079"	"10/01/2015"	"M"
"CAF079"	"10/02/2015"	"M"
"CAF079"	"10/03/2015"	"M"
"CAF079"	"10/04/2015"	"M"
"CAF079"	"10/05/2015"	"M"
"CAF079"	"10/06/2015"	"M"
"CAF079"	"10/07/2015"	"M"
"CAF079"	"10/08/2015"	"M"
"CAF079"	"10/09/2015"	"M"
"CAF079"	"10/10/2015"	"M"
"CAF079"	"10/11/2015"	"M"
"CAF079"	"10/12/2015"	"M"
"CAF079"	"10/13/2015"	"M"
"CAF079"	"10/14/2015"	"M"
"CAF079"	"10/15/2015"	"M"
"CAF079"	"10/16/2015"	"M"
"CAF079"	"10/17/2015"	"M"
"CAF079"	"10/18/2015"	"M"
"CAF079"	"10/19/2015"	"M"
"CAF079"	"10/20/2015"	"M"
"CAF079"	"10/21/2015"	"M"
"CAF079"	"10/22/2015"	"M"
"CAF079"	"10/23/2015"	"M"
"CAF079"	"10/24/2015"	"M"
"CAF079"	"10/25/2015"	"M"
"CAF079"	"10/26/2015"	"M"
"CAF079"	"10/27/2015"	"M"
"CAF079"	"10/28/2015"	"M"
"CAF079"	"10/29/2015"	"M"
"CAF079"	"10/30/2015"	"M"
"CAF079"	"10/31/2015"	"M"
"CAF079"	"11/01/2015"	"M"
"CAF079"	"11/02/2015"	"M"
"CAF079"	"11/03/2015"	"M"
"CAF079"	"11/04/2015"	"M"
"CAF079"	"11/05/2015"	"M"
"CAF079"	"11/06/2015"	"M"
"CAF079"	"11/07/2015"	"M"
"CAF079"	"11/08/2015"	"M"
"CAF079"	"11/09/2015"	"M"
"CAF079"	"11/10/2015"	"M"
"CAF079"	"11/11/2015"	"M"
"CAF079"	"11/12/2015"	"M"
"CAF079"	"11/13/2015"	"M"
"CAF079"	"11/14/2015"	"M"
"CAF079"	"11/15/2015"	"M"
"CAF079"	"11/16/2015"	"M"
"CAF079"	"11/17/2015"	"M"
"CAF079"	"11/18/2015"	"M"
"CAF079"	"11/19/2015"	"M"
"CAF079"	"11/20/2015"	"M"
"CAF079"	"11/21/2015"	"M"
"CAF079"	"11/22/2015"	"M"
"CAF079"	"11/23/2015"	"M"
"CAF079"	"11/24/2015"	"M"
"CAF079"	"11/25/2015"	"M"
"CAF079"	"11/26/2015"	"M"
"CAF079"	"11/27/2015"	"M"
"CAF079"	"11/28/2015"	"M"
"CAF079"	"11/29/2015"	"M"
"CAF079"	"11/30/2015"	"M"
"CAF079"	"12/01/2015"	"M"
"CAF079"	"12/02/2015"	"M"
"CAF079"	"12/03/2015"	"M"
"CAF079"	"12/04/2015"	"M"
"CAF079"	"12/05/2015"	"M"
"CAF079"	"12/06/2015"	"M"
"CAF079"	"12/07/2015"	"M"
"CAF079"	"12/08/2015"	"M"
"CAF079"	"12/09/2015"	"M"
"CAF079"	"12/10/2015"	"M"
"CAF079"	"12/11/2015"	"M"
"CAF079"	"12/12/2015"	"M"
"CAF079"	"12/13/2015"	"M"
"CAF079"	"12/14/2015"	"M"
"CAF079"	"12/15/2015"	"M"
"CAF079"	"12/16/2015"	"M"
"CAF079"	"12/17/2015"	"M"
"CAF079"	"12/18/2015"	"M"
"CAF079"	"12/19/2015"	"M"
"CAF079"	"12/20/2015"	"M"
"CAF079"	"12/21/2015"	"M"
"CAF079"	"12/22/2015"	"M"
"CAF079"	"12/23/2015"	"M"
"CAF079"	"12/24/2015"	"M"
"CAF079"	"12/25/2015"	"M"
"CAF079"	"12/26/2015"	"M"
"CAF079"	"12/27/2015"	"M"
"CAF079"	"12/28/2015"	"M"
"CAF079"	"12/29/2015"	"M"
"CAF079"	"12/30/2015"	"M"
"CAF079"	"12/31/2015"	"M"
"CAF079"	"01/01/2016"	"M"
"CAF079"	"01/02/2016"	"M"
"CAF079"	"01/03/2016"	"M"
"CAF079"	"01/04/2016"	"M"
"CAF079"	"01/05/2016"	"M"
"CAF079"	"01/06/2016"	"M"
"CAF079"	"01/07/2016"	"M"
"CAF079"	"01/08/2016"	"M"
"CAF079"	"01/09/2016"	"M"
"CAF079"	"01/10/2016"	"M"
"CAF079"	"01/11/2016"	"M"
"CAF079"	"01/12/2016"	"M"
"CAF079"	"01/13/2016"	"M"
"CAF079"	"01/14/2016"	"M"
"CAF079"	"01/15/2016"	"M"
"CAF079"	"01/16/2016"	"M"
"CAF079"	"01/17/2016"	"M"
"CAF079"	"01/18/2016"	"M"
"CAF079"	"01/19/2016"	"M"
"CAF079"	"01/20/2016"	"M"
"CAF079"	"01/21/2016"	"M"
"CAF079"	"01/22/2016"	"M"
"CAF079"	"01/23/2016"	"M"
"CAF079"	"01/24/2016"	"M"
"CAF079"	"01/25/2016"	"M"
"CAF079"	"01/26/2016"	"M"
"CAF079"	"01/27/2016"	"M"
"CAF079"	"01/28/2016"	"M"
"CAF079"	"01/29/2016"	"M"
"CAF079"	"01/30/2016"	"M"
"CAF079"	"01/31/2016"	"M"
"CAF079"	"02/01/2016"	"M"
"CAF079"	"02/02/2016"	"M"
"CAF079"	"02/03/2016"	"M"
"CAF079"	"02/04/2016"	"M"
"CAF079"	"02/05/2016"	"M"
"CAF079"	"02/06/2016"	"M"
"CAF079"	"02/07/2016"	"M"
"CAF079"	"02/08/2016"	"M"
"CAF079"	"02/09/2016"	"M"
"CAF079"	"02/10/2016"	"M"
"CAF079"	"02/11/2016"	"M"
"CAF079"	"02/12/2016"	"M"
"CAF079"	"02/13/2016"	"M"
"CAF079"	"02/14/2016"	"M"
"CAF079"	"02/15/2016"	"M"
"CAF079"	"02/16/2016"	"M"
"CAF079"	"02/17/2016"	"M"
"CAF079"	"02/18/2016"	"M"
"CAF079"	"02/19/2016"	"M"
"CAF079"	"02/20/2016"	"M"
"CAF079"	"02/21/2016"	"M"
"CAF079"	"02/22/2016"	"M"
"CAF079"	"02/23/2016"	"M"
"CAF079"	"02/24/2016"	"M"
"CAF079"	"02/25/2016"	"M"
"CAF079"	"02/26/2016"	"M"
"CAF079"	"02/27/2016"	"M"
"CAF079"	"02/28/2016"	"M"
"CAF079"	"02/29/2016"	"M"
"CAF079"	"03/01/2016"	"M"
"CAF079"	"03/02/2016"	"M"
"CAF079"	"03/03/2016"	"M"
"CAF079"	"03/04/2016"	"M"
"CAF079"	"03/05/2016"	"M"
"CAF079"	"03/06/2016"	"M"
"CAF079"	"03/07/2016"	"M"
"CAF079"	"03/08/2016"	"M"
"CAF079"	"03/09/2016"	"M"
"CAF079"	"03/10/2016"	"M"
"CAF079"	"03/11/2016"	"M"
"CAF079"	"03/12/2016"	"M"
"CAF079"	"03/13/2016"	"M"
"CAF079"	"03/14/2016"	"M"
"CAF079"	"03/15/2016"	"M"
"CAF079"	"03/16/2016"	"M"
"CAF079"	"03/17/2016"	"M"
"CAF079"	"03/18/2016"	"M"
"CAF079"	"03/19/2016"	"M"
"CAF079"	"03/20/2016"	"M"
"CAF079"	"03/21/2016"	"M"
"CAF079"	"03/22/2016"	"M"
"CAF079"	"03/23/2016"	"M"
"CAF079"	"03/24/2016"	"M"
"CAF079"	"03/25/2016"	"M"
"CAF079"	"03/26/2016"	"M"
"CAF079"	"03/27/2016"	"M"
"CAF079"	"03/28/2016"	"M"
"CAF079"	"03/29/2016"	"M"
"CAF079"	"03/30/2016"	"M"
"CAF079"	"03/31/2016"	"M"
"CAF079"	"04/01/2016"	"M"
"CAF079"	"04/02/2016"	"M"
"CAF079"	"04/03/2016"	"M"
"CAF079"	"04/04/2016"	"M"
"CAF079"	"04/05/2016"	"M"
"CAF079"	"04/06/2016"	"M"
"CAF079"	"04/07/2016"	"M"
"CAF079"	"04/08/2016"	"M"
"CAF079"	"04/09/2016"	"M"
"CAF079"	"04/10/2016"	"M"
"CAF079"	"04/11/2016"	"M"
"CAF079"	"04/12/2016"	"M"
"CAF079"	"04/13/2016"	"M"
"CAF079"	"04/14/2016"	"M"
"CAF079"	"04/15/2016"	"M"
"CAF079"	"04/16/2016"	"M"
"CAF079"	"04/17/2016"	"M"
"CAF079"	"04/18/2016"	"M"
"CAF079"	"04/19/2016"	"M"
"CAF079"	"04/20/2016"	"M"
"CAF079"	"04/21/2016"	"M"
"CAF079"	"04/22/2016"	"M"
"CAF079"	"04/23/2016"	"M"
"CAF079"	"04/24/2016"	"M"
"CAF079"	"04/25/2016"	"M"
"CAF079"	"04/26/2016"	"M"
"CAF079"	"04/27/2016"	"M"
"CAF079"	"04/28/2016"	"M"
"CAF079"	"04/29/2016"	"M"
"CAF079"	"04/30/2016"	"M"
"CAF079"	"05/01/2016"	"M"
"CAF079"	"05/02/2016"	"M"
"CAF079"	"05/03/2016"	"M"
"CAF079"	"05/04/2016"	"M"
"CAF079"	"05/05/2016"	"M"
"CAF079"	"05/06/2016"	"M"
"CAF079"	"05/07/2016"	"M"
"CAF079"	"05/08/2016"	"M"
"CAF079"	"05/09/2016"	"M"
"CAF079"	"05/10/2016"	"M"
"CAF079"	"05/11/2016"	"M"
"CAF079"	"05/12/2016"	"M"
"CAF079"	"05/13/2016"	"M"
"CAF079"	"05/14/2016"	"M"
"CAF079"	"05/15/2016"	"M"
"CAF079"	"05/16/2016"	"M"
"CAF079"	"05/17/2016"	"M"
"CAF079"	"05/18/2016"	"M"
"CAF079"	"05/19/2016"	"M"
"CAF079"	"05/20/2016"	"M"
"CAF079"	"05/21/2016"	"M"
"CAF079"	"05/22/2016"	"M"
"CAF079"	"05/23/2016"	"M"
"CAF079"	"05/24/2016"	"M"
"CAF079"	"05/25/2016"	"M"
"CAF079"	"05/26/2016"	"M"
"CAF079"	"05/27/2016"	"M"
"CAF079"	"05/28/2016"	"M"
"CAF079"	"05/29/2016"	"M"
"CAF079"	"05/30/2016"	"M"
"CAF079"	"05/31/2016"	"M"
